id,sexo,edad,nivel_esc,esc_cve,lenguaje,cognitivas,sociales,tecnicas,puesto,trabajos_n,palabras_n,validaciones_n,contactos_n,rimbo_n,sostenimiento,experiencia,atractivo,confiable
1445,2,30,2,1635,0,0,0,1,4,4,35,16,96,0,0,0,2,1
1446,1,31,1,2557,1,5,3,1,4,12,75,2,323,2,1,0,3,1
1447,1,32,1,1635,1,6,6,2,4,4,117,28,259,2,0,1,3,1
1448,1,33,2,627,1,3,4,1,3,11,96,23,212,0,0,0,2,0
1449,1,32,2,710,1,2,0,1,4,5,101,0,39,0,1,1,2,0
1450,2,30,1,712,1,3,5,2,4,10,53,0,500,0,1,1,2,0
1452,2,34,1,2169,1,3,4,1,1,7,48,23,500,0,0,0,3,1
1453,1,32,2,1635,1,7,4,3,4,13,74,3,288,0,0,1,2,0
1454,2,35,1,1635,1,8,5,2,4,4,74,0,124,0,0,1,2,0
1455,1,30,1,1650,1,0,1,1,4,5,54,0,25,2,0,0,2,0
1457,1,31,1,2900,1,1,2,0,4,14,58,0,67,2,1,0,3,1
1458,2,31,1,712,0,0,0,1,4,4,35,0,62,0,1,0,2,0
1460,1,31,2,1019,1,1,2,1,4,6,66,4,84,3,0,1,2,0
1461,2,32,2,712,1,3,0,1,1,9,98,51,130,0,1,0,3,0
1462,1,32,2,1904,1,4,2,2,4,6,103,0,86,0,1,1,2,0
1463,2,30,1,612,0,1,0,0,4,6,26,15,291,0,0,0,2,0
1464,2,31,2,1008,1,1,2,1,4,1,290,16,70,1,0,0,2,0
1465,2,35,1,712,1,4,2,3,4,10,69,0,148,1,1,1,2,0
1466,2,33,2,1453,1,5,2,1,2,4,40,0,500,0,1,0,2,0
1467,2,34,1,3538,1,6,5,6,4,8,192,16,153,4,1,0,3,1
1468,1,31,2,651,1,0,0,1,4,9,75,0,126,0,0,0,2,1
1470,2,31,1,712,1,5,3,0,4,6,89,31,114,0,1,1,2,0
1471,2,30,1,2020,0,7,10,4,4,8,64,14,498,1,1,0,3,1
1472,1,31,2,1635,1,0,0,0,4,2,42,0,122,0,0,1,3,1
1474,1,34,1,1453,0,0,1,0,4,10,80,50,181,0,1,0,2,0
1475,1,32,2,712,1,5,5,2,4,7,99,3,47,11,1,1,3,1
1476,1,34,2,651,1,0,2,1,1,9,36,0,227,0,0,0,2,0
1477,1,35,1,2169,1,8,3,1,4,6,164,48,500,1,0,1,3,1
1478,1,30,1,3340,1,0,0,2,4,5,19,0,3,0,0,0,3,1
1479,2,32,1,712,1,5,1,1,4,4,92,0,126,0,1,0,3,1
1480,2,31,1,2948,0,0,1,2,4,2,45,10,32,0,1,0,3,1
1481,1,31,1,2422,1,3,5,2,4,5,80,47,227,0,0,0,2,0
1482,2,31,1,712,1,0,0,0,4,5,21,1,90,0,1,0,2,0
1483,1,33,2,2549,0,2,0,0,4,5,52,0,39,2,0,0,2,0
1484,1,33,1,712,1,2,0,1,4,9,74,3,69,0,1,0,2,0
1485,1,32,2,2687,1,0,0,1,4,3,29,4,105,0,1,0,2,0
1486,2,31,2,2169,0,7,8,5,4,4,109,83,490,1,0,0,3,1
1487,2,32,2,289,1,6,6,1,2,9,151,68,172,0,0,0,3,0
1488,2,31,1,2687,1,0,0,0,4,4,17,0,203,0,1,0,2,0
1489,2,33,2,1771,0,0,0,0,2,5,7,0,118,0,1,0,2,0
1490,1,31,1,3139,1,2,3,0,4,4,58,0,152,0,1,0,3,1
1491,1,31,2,1453,0,1,2,0,1,12,185,62,500,1,1,0,2,0
1492,2,29,2,2732,1,13,6,4,4,10,106,7,360,3,0,1,3,1
1493,1,30,2,688,1,3,0,1,4,2,49,10,89,0,1,0,2,0
1494,1,31,2,1402,0,0,0,0,4,9,113,40,173,0,0,1,3,1
1495,2,29,1,712,0,1,0,2,1,16,179,245,500,0,1,0,3,0
1496,2,33,1,2536,1,0,1,0,4,5,6,4,206,0,0,0,2,0
1497,2,32,2,688,1,0,0,1,4,3,38,21,79,0,1,0,2,0
1498,2,33,1,710,0,0,2,0,4,8,25,0,492,0,1,0,2,0
1500,2,31,1,2169,1,5,5,2,4,7,99,83,321,0,0,0,2,0
1501,1,33,1,2477,1,2,0,2,4,6,63,1,148,0,0,0,3,1
1502,1,33,1,627,0,0,0,0,4,4,34,0,78,1,0,1,3,1
1503,2,32,2,1774,1,0,0,0,4,5,63,11,176,0,1,1,2,0
1504,2,31,1,2169,1,11,5,2,4,13,169,81,366,1,0,0,2,0
1505,2,32,1,1024,1,0,5,0,4,4,77,6,357,1,0,1,4,1
1506,2,32,2,1056,1,0,3,2,4,6,33,9,500,0,1,0,2,0
1507,1,29,2,1793,0,0,0,1,4,10,166,15,118,0,1,0,3,0
1508,1,32,1,3462,1,3,3,2,4,2,166,1,500,1,0,0,2,0
1509,2,32,1,627,0,0,0,0,4,9,7,0,7,0,0,0,2,0
1510,2,31,1,1527,1,0,0,2,4,11,63,19,500,0,0,0,3,0
1511,2,29,2,2194,0,0,1,0,4,4,32,0,32,0,0,0,2,0
5002,1,31,2,1917,0,1,0,5,2,2,40,0,150,1,1,1,4,1
5004,1,35,2,1917,0,0,0,2,2,1,32,0,98,0,1,1,2,0
5005,2,34,2,1917,0,3,1,0,4,2,10,0,500,0,1,1,3,1
5006,2,34,2,1917,0,0,1,0,4,2,20,0,500,2,1,1,3,1
5007,1,34,2,1917,0,0,1,0,4,2,13,0,500,0,1,0,,
5008,1,39,2,1917,0,3,0,3,4,2,31,0,137,0,1,1,,
5009,1,27,2,1917,0,1,1,1,2,2,36,0,407,1,1,1,,
5011,2,29,2,1917,0,2,0,0,1,1,6,0,163,0,1,0,2,1
5012,2,31,2,1917,0,3,3,1,1,2,37,0,500,0,1,1,,
5013,1,27,2,1917,0,0,2,2,4,1,17,0,310,2,1,1,,
5014,2,41,2,1917,1,3,2,0,4,1,30,0,500,0,1,0,,
5016,1,31,2,1917,0,0,1,0,3,2,24,0,83,0,1,1,,
5017,2,32,2,1917,0,0,1,0,4,1,16,0,262,0,1,1,,
5018,1,31,2,1917,0,3,0,0,4,1,27,0,124,0,1,1,,
5019,2,36,2,1917,0,0,0,0,4,1,50,0,286,5,1,0,4,1
5020,2,33,2,1917,1,2,0,1,4,1,35,0,463,0,1,1,3,1
5021,2,30,2,1917,0,0,0,0,4,1,21,0,500,3,1,0,,
5023,1,34,2,1917,0,0,0,2,4,1,5,0,142,0,1,0,2,0
5024,1,36,2,1917,0,1,1,0,2,1,7,0,293,0,1,0,2,0
5025,1,34,2,1917,1,0,4,1,4,1,31,0,500,0,1,0,,
5026,2,32,2,1917,1,3,4,0,2,1,40,0,500,0,1,1,,
5027,2,37,2,1917,0,1,0,0,4,1,16,0,417,0,1,0,3,0
5028,2,36,2,1917,0,1,1,1,4,1,49,0,31,2,1,0,,
5029,2,29,2,1917,0,0,0,0,4,2,2,0,500,0,1,0,2,0
5030,2,30,2,1917,0,3,0,0,4,1,52,0,87,0,1,0,,
5031,1,36,2,1917,1,0,0,1,4,1,8,0,358,0,1,0,2,0
5032,2,35,2,1917,0,0,0,0,4,1,10,0,500,0,1,0,,
5033,1,31,2,1917,0,0,1,1,2,1,7,0,500,0,1,0,2,0
5034,1,31,2,1917,0,0,1,0,2,1,9,0,500,0,1,0,2,0
5035,1,36,2,1917,0,0,2,0,4,1,12,0,164,1,1,0,2,0
5038,2,35,1,1917,1,0,0,0,4,1,24,0,500,3,1,0,,
5039,1,30,1,1917,1,1,0,0,2,1,15,0,114,0,1,0,,
5040,1,35,2,1917,1,1,0,0,4,1,5,0,500,0,1,0,,
5041,2,31,2,1917,1,0,1,3,4,1,43,0,203,0,1,0,,
5042,2,36,1,1917,0,0,1,0,4,2,6,0,374,0,1,0,2,0
5044,2,31,2,1917,0,0,1,0,4,1,7,0,183,0,1,0,,
5045,1,31,1,1917,1,3,2,0,4,1,16,0,500,0,1,0,,
5046,1,33,1,1917,0,0,0,0,4,1,6,0,500,0,1,0,,
5048,2,36,1,1917,0,0,0,0,4,1,6,0,150,0,1,0,,
5049,2,34,2,1917,1,0,0,1,4,1,4,0,198,0,1,0,2,0
5050,1,36,2,1917,0,0,5,1,4,1,67,0,322,7,1,1,4,1
5051,2,36,1,1917,0,2,3,1,1,1,81,0,427,0,1,1,,
5052,2,31,2,1917,0,0,0,0,4,1,8,0,128,0,1,1,3,1
5053,2,35,2,1917,0,2,1,3,2,1,61,0,223,3,1,0,3,0
5054,1,36,2,1917,0,0,1,1,2,1,53,0,53,0,1,0,,
5055,2,33,1,1917,1,0,0,0,2,1,5,0,230,0,1,0,,
5056,2,36,2,1917,1,0,0,1,4,1,14,0,277,0,1,0,,
5057,1,30,1,1917,1,3,2,0,2,1,36,0,472,0,1,1,,
5058,1,31,2,1917,0,0,1,1,2,1,15,0,334,0,1,0,3,1
5060,2,28,1,1917,1,0,0,0,4,1,15,0,500,1,1,1,,
5063,2,31,2,1917,0,0,0,0,4,1,4,0,500,0,1,0,,
5065,2,31,1,1917,0,0,0,0,4,1,5,0,74,0,1,0,2,0
5066,2,35,1,1917,1,1,5,0,4,1,28,0,500,1,1,0,3,1
5068,2,36,2,1917,0,0,0,1,4,2,20,0,500,0,1,0,,
5069,2,31,1,1917,1,0,0,1,4,1,5,0,287,0,1,0,,
5070,1,31,1,1917,0,0,0,0,4,1,30,0,500,0,1,0,,
5074,1,33,2,1917,1,3,1,0,4,1,40,0,81,0,1,0,,
5075,2,30,1,1917,0,0,1,0,4,1,22,0,209,4,1,0,3,0
5076,2,32,2,1917,0,0,0,0,2,1,1,0,500,0,1,0,,
5077,1,32,2,1917,1,14,4,1,4,1,89,0,415,3,1,1,4,1
5078,1,34,2,1917,1,0,0,0,4,1,7,0,172,0,1,0,2,0
5079,2,31,1,1917,1,3,0,0,4,1,12,0,151,0,1,0,,
5080,1,32,1,1917,0,0,2,1,4,1,28,0,500,1,1,1,,
5081,1,31,2,1917,1,0,1,0,4,1,11,0,147,1,1,1,,
5082,2,35,2,1917,1,3,1,1,4,1,51,0,108,0,1,1,,
5083,1,33,1,1917,0,0,3,1,4,1,23,0,220,3,1,0,4,1
5084,2,34,1,1917,0,0,0,0,4,1,3,0,500,0,1,0,2,0
5085,1,35,1,1917,0,5,2,2,4,1,57,0,500,0,1,1,3,1
5086,2,30,2,1917,0,0,1,0,4,1,48,0,500,4,1,1,4,1
5088,1,33,2,1917,1,2,0,0,4,1,3,0,325,0,1,0,,
5089,1,34,1,1917,1,0,0,0,4,1,9,0,59,0,1,0,,
5091,2,33,1,1917,1,2,0,0,3,1,37,0,240,1,1,1,4,1
5092,1,31,1,1917,0,0,0,0,4,1,7,0,63,0,1,0,2,0
5093,2,30,1,1917,1,8,1,0,4,1,62,0,500,9,1,1,3,1
5095,2,32,2,1917,1,0,0,0,3,1,6,0,500,0,1,0,2,0
5096,1,34,2,1917,0,0,0,0,4,1,8,0,129,0,1,0,2,0
5097,2,35,2,1917,1,3,0,0,4,1,21,0,500,0,1,1,,
5098,2,31,1,1917,0,7,4,0,4,1,83,0,500,2,1,0,4,1
5099,1,36,1,1917,0,1,3,9,4,1,206,0,374,2,1,1,4,1
5100,1,31,1,1917,0,2,0,0,4,1,23,0,198,1,1,0,3,0
5101,1,34,2,1917,1,0,0,0,4,1,3,0,54,0,1,0,1,0
5102,1,34,2,1917,1,1,2,1,4,1,13,0,117,0,1,0,2,0
5104,2,33,1,1917,1,0,2,0,4,1,25,0,258,0,1,0,,
5106,2,36,1,1917,1,6,0,0,4,2,52,0,500,1,1,0,2,0
5107,1,34,1,1917,0,4,0,0,4,1,30,0,215,1,1,0,3,1
5108,2,32,1,1917,0,9,4,5,4,1,103,0,500,2,1,0,4,1
5109,2,34,1,1917,1,8,7,3,2,1,105,0,500,4,1,1,,
5110,1,32,1,1917,0,0,0,0,4,1,26,0,217,0,1,0,,
5111,1,32,1,1917,0,2,1,1,2,1,67,0,190,0,1,1,,
5112,2,31,1,1917,0,0,0,0,4,2,11,0,388,1,1,1,,
5113,1,32,1,1917,0,0,1,0,4,1,25,0,36,0,1,1,,
5114,2,29,1,1917,1,1,2,0,4,1,19,0,155,0,1,1,,
5115,1,34,1,1917,0,0,0,0,2,2,14,0,244,0,1,0,2,1
5116,2,30,1,1917,1,0,1,5,4,1,66,0,196,0,1,1,4,1
5117,1,30,1,1917,0,2,3,1,4,1,49,0,500,3,1,1,3,0
5118,2,33,2,1917,1,2,0,0,4,1,23,0,75,0,1,1,,
5119,2,30,2,1917,1,0,2,1,2,1,33,0,438,0,1,1,,
5120,2,31,1,1917,1,11,4,1,1,1,73,0,500,5,1,1,3,1
5121,1,33,1,1917,1,0,1,0,4,1,22,0,195,0,1,0,,
5122,2,31,1,1917,1,3,1,0,4,1,24,0,500,0,1,0,,
5123,1,33,2,1917,1,0,0,0,4,2,13,0,264,1,1,0,,
5124,2,32,1,1917,1,0,0,1,4,1,7,0,103,0,1,0,,
5126,1,33,1,1917,0,3,0,0,4,1,15,0,379,0,1,0,,
5127,2,27,1,1917,1,0,2,0,4,2,28,0,279,1,1,0,2,0
5128,1,30,2,1917,0,0,0,1,4,1,15,0,260,0,1,1,3,0
5129,1,32,2,1917,0,1,0,0,4,2,20,0,171,0,1,1,3,1
5130,1,35,1,1917,1,4,1,0,2,1,45,0,167,0,1,0,,
5131,1,33,2,1917,0,2,0,0,2,1,5,0,153,0,1,0,,
5133,2,35,2,1917,1,0,2,0,4,1,5,0,500,0,1,0,,
5134,2,31,1,1917,0,0,1,0,3,1,12,0,334,0,1,0,,
5139,1,29,1,1917,0,2,0,0,4,1,16,0,90,0,1,1,1,0
5141,1,32,2,1917,1,0,0,0,4,2,27,0,500,0,1,1,2,0
5143,1,36,2,1917,1,0,0,1,4,1,7,0,500,0,1,0,2,0
5145,1,35,1,1917,0,0,2,2,3,1,23,0,81,0,1,1,3,1
5146,2,31,1,1917,1,0,0,1,4,1,37,0,211,0,1,1,3,1
5147,2,33,2,1917,1,0,0,0,3,1,4,0,373,0,1,0,2,0
5149,2,32,2,1917,0,0,0,0,4,1,2,0,146,0,1,0,2,0
5150,2,33,2,1917,0,4,3,1,4,1,48,0,500,0,1,1,3,1
5154,1,31,2,1917,0,0,0,0,4,1,4,0,232,0,1,0,2,0
5157,2,31,1,1917,1,3,0,1,4,1,29,0,259,0,1,1,3,1
5158,1,37,2,1917,1,0,1,1,1,2,42,0,500,0,1,0,3,1
5160,2,31,1,1917,1,1,0,0,4,1,22,0,36,0,1,0,3,0
5162,2,27,1,1917,1,0,0,0,4,1,3,0,500,0,1,0,2,0
5163,2,31,2,1917,1,9,2,1,4,1,65,0,500,1,1,0,3,1
5164,2,32,2,1917,0,0,0,0,4,2,6,0,500,0,1,0,2,0
5166,2,28,1,1917,1,2,0,0,4,2,7,0,40,0,1,0,1,0
5167,2,32,2,1917,0,0,1,0,4,2,9,0,311,0,1,0,2,0
5169,2,34,1,1917,0,0,0,0,4,1,30,0,500,0,1,1,3,0
5171,2,36,2,1917,1,5,2,0,4,1,43,0,145,0,1,1,3,1
5172,1,31,1,1917,0,3,2,3,2,2,262,0,500,6,1,1,4,1
5173,2,26,1,1917,0,2,0,0,4,1,20,0,267,0,1,0,2,0
5174,2,35,2,1917,0,0,0,0,4,1,4,0,112,0,1,0,2,0
5176,1,35,1,1917,1,5,0,0,4,1,41,0,114,1,1,1,3,1
5177,1,32,1,1917,0,2,4,1,4,1,28,0,113,0,1,0,3,1
5178,1,33,2,1917,0,1,0,0,3,1,6,0,18,0,1,0,2,0
5180,2,31,1,1917,0,0,0,0,4,2,15,0,383,0,1,1,3,1
5181,1,33,2,1917,1,3,1,2,2,1,244,0,137,0,1,1,4,1
5182,2,34,1,1917,0,0,0,0,4,1,8,0,186,0,1,0,3,1
5183,1,34,2,1917,0,2,0,0,2,1,13,0,123,0,1,0,2,0
5184,2,35,1,1917,0,2,1,0,4,2,32,0,71,0,1,0,3,0
5187,1,38,2,1917,1,0,0,0,4,1,24,0,168,0,1,1,2,0
5189,2,29,1,1917,1,2,0,0,3,1,6,0,257,0,1,0,3,1
5192,2,32,1,1917,0,2,2,3,4,1,49,0,214,0,1,1,4,1
5193,1,32,2,1917,1,1,1,0,4,1,10,0,500,0,1,0,2,0
5194,1,30,1,1917,0,1,0,3,4,1,28,0,100,0,1,1,3,1
5196,2,27,1,1917,1,3,2,1,4,1,45,0,500,0,1,1,3,1
5197,2,32,1,1917,0,0,0,0,4,1,12,0,121,0,1,1,2,0
5198,1,33,1,1917,0,0,0,0,2,1,32,0,444,0,1,1,4,1
5199,1,35,2,1917,1,0,0,0,4,1,6,0,149,0,1,0,2,0
5201,2,36,2,1917,1,3,0,0,4,1,41,0,50,0,1,1,4,1
5203,2,31,2,1917,1,0,0,0,2,1,6,0,138,0,1,0,3,1
5205,1,30,1,1917,0,0,0,0,4,1,6,0,92,0,1,0,1,0
5207,1,33,2,1917,0,0,2,0,4,2,6,0,184,0,1,0,1,0
5209,1,28,1,1917,1,2,0,1,4,2,28,0,116,0,1,1,2,0
5210,2,30,1,1917,1,0,2,0,4,2,7,0,158,0,1,0,2,0
5211,2,27,1,1917,0,0,0,1,4,1,6,0,120,0,1,0,2,0
5213,2,31,1,1917,0,2,3,1,4,1,31,0,276,4,1,0,4,1
5214,1,36,1,1917,1,2,5,1,4,2,37,0,500,1,1,0,3,1
5216,2,31,1,1917,1,2,4,0,4,2,29,0,183,2,1,0,2,0
5217,1,32,1,1917,1,0,0,0,4,1,3,0,224,0,1,0,1,0
5218,1,34,1,1917,1,0,1,0,4,1,36,0,500,0,1,1,3,1
5221,1,35,2,1917,1,0,0,0,4,1,17,0,42,0,1,1,2,0
5222,1,34,2,1917,0,2,1,1,2,2,10,0,500,0,1,0,2,0
5223,2,31,1,1917,1,2,2,0,4,1,82,0,213,0,1,1,4,1
5224,2,33,2,1917,1,1,0,0,4,2,13,0,156,0,1,0,2,0
5226,2,30,1,1917,1,0,1,0,4,1,8,0,141,0,1,0,2,0
5227,1,31,1,1917,0,2,0,1,4,1,149,0,419,1,1,1,3,0
5228,2,27,1,1917,0,4,3,1,1,1,186,0,47,0,1,1,4,1
5229,1,36,2,1917,0,0,0,0,4,1,9,0,63,0,1,0,4,1
5230,1,28,1,1917,1,3,0,0,4,2,11,0,312,0,1,1,3,1
5231,2,35,2,1917,0,0,0,0,2,1,11,0,71,0,1,0,3,0
5232,1,32,1,1917,1,0,0,0,4,1,26,0,54,0,1,1,3,1
5234,2,34,1,1917,0,0,0,1,4,1,17,0,145,0,1,0,3,0
5235,1,29,1,1917,1,0,0,0,4,1,13,0,500,0,1,1,3,0
5236,2,36,2,1917,0,2,0,0,4,1,27,0,186,3,1,0,2,0
5237,1,34,2,1917,1,0,0,0,4,1,24,0,42,0,1,1,3,1
5240,1,31,2,1917,1,0,0,0,1,1,5,0,178,0,1,0,3,1
5241,2,35,1,1917,0,0,0,0,4,1,61,0,500,0,1,1,3,1
5242,2,31,2,1917,0,1,8,1,4,1,24,0,189,1,1,0,2,0
5245,2,36,1,1917,0,0,0,0,4,1,12,0,500,0,1,1,3,1
5246,1,32,1,1917,0,2,1,1,1,1,47,0,128,2,1,0,3,1
5247,2,31,2,1917,0,0,0,0,4,1,4,0,30,0,1,0,2,0
5249,1,33,1,1917,0,0,2,0,4,2,3,0,354,0,1,0,2,0
5250,2,34,1,1917,0,0,0,0,3,2,15,0,271,0,1,1,3,1
5253,2,35,2,1917,1,0,0,0,4,1,11,0,455,0,1,0,3,0
5254,2,32,1,1917,1,3,0,0,4,1,13,0,325,0,1,0,2,0
5255,1,32,1,1917,0,0,0,0,4,1,38,0,500,0,1,0,2,0
5256,1,27,1,1917,1,2,4,0,2,1,50,0,500,6,1,1,3,1
5260,2,33,2,1917,1,0,2,0,4,1,30,0,500,0,1,0,3,1
5262,1,33,1,1917,0,0,0,2,4,1,29,0,500,0,1,0,4,1
5263,2,32,2,1917,0,0,0,0,3,2,6,0,48,0,1,0,2,0
5265,1,33,1,1917,1,3,1,0,4,2,40,0,289,0,1,1,3,1
5267,2,32,2,1917,0,0,0,0,4,1,3,0,121,0,1,0,2,0
5268,1,27,2,1917,1,0,0,1,2,1,9,0,151,0,1,0,2,0
5269,2,31,2,1917,0,3,1,0,4,1,63,0,25,3,1,1,3,1
5270,1,33,2,1917,0,2,2,2,4,1,65,0,234,3,1,1,3,1
5272,1,32,1,1917,1,6,2,2,4,2,60,0,371,6,1,1,3,1
5273,1,36,1,1917,1,0,0,0,4,1,67,0,500,0,1,1,3,0
5274,2,31,1,1917,0,0,1,2,4,1,94,0,47,0,1,0,4,1
5276,2,35,1,1917,0,0,1,0,4,2,65,0,250,3,1,1,3,0
5277,2,35,2,1917,0,4,0,0,4,2,22,0,500,0,1,1,3,1
5279,1,26,1,1917,1,0,0,0,4,1,17,0,500,0,1,1,3,1
5280,1,30,1,1917,1,0,2,0,2,2,25,0,500,1,1,0,3,1
5283,1,33,2,1917,1,0,0,1,4,1,31,0,85,0,1,1,3,1
5284,1,31,1,1917,1,0,0,0,4,1,8,0,149,0,1,0,1,0
5285,1,31,2,1917,1,3,6,1,4,1,41,0,260,0,1,0,4,1
5287,1,30,1,1917,1,1,0,2,4,1,22,0,129,0,1,1,3,1
5289,1,36,2,1917,0,0,0,0,2,1,4,0,281,0,1,0,2,0
5292,1,33,2,1917,0,0,2,0,4,1,7,0,57,0,1,0,2,0
5295,1,33,1,1917,0,0,4,1,2,2,7,0,500,0,1,0,2,0
5296,2,35,2,1917,1,3,1,0,4,1,90,0,171,1,1,1,3,1
5297,2,29,1,1917,0,0,0,0,4,1,13,0,297,0,1,1,2,0
5298,1,31,1,1917,0,3,1,2,2,2,52,0,123,1,1,0,3,1
5299,1,36,1,1917,0,0,0,2,4,1,4,0,103,0,1,0,3,0
5303,2,31,2,1917,0,0,3,0,4,1,23,0,500,0,1,0,2,0
5304,1,36,1,1917,1,0,1,0,2,1,96,0,244,0,1,1,3,1
5305,1,26,1,1917,0,1,0,0,4,1,30,0,500,0,1,0,2,0
5306,1,28,1,1917,1,1,5,0,2,1,43,0,500,0,1,1,3,1
5307,2,33,2,1917,0,0,0,0,4,2,5,0,500,0,1,0,2,0
5310,1,35,2,1917,0,0,1,0,2,1,4,0,258,0,1,0,2,0
5311,2,34,2,1917,0,0,0,0,4,2,1,0,500,0,1,0,2,0
5313,1,33,1,1917,0,0,0,0,3,1,25,0,303,1,1,0,3,1
5314,2,33,2,1917,1,0,0,0,4,1,15,0,500,1,1,0,3,1
5315,1,33,1,1917,1,0,0,0,4,1,19,0,500,0,1,1,2,0
5316,1,35,1,1917,0,0,0,0,4,2,5,0,143,0,1,0,2,0
5317,1,31,1,1917,1,0,0,1,4,1,5,0,99,0,1,0,2,0
5319,1,26,1,1917,0,0,5,0,4,1,40,0,500,2,1,0,3,1
5320,1,31,1,1917,0,1,3,1,2,1,87,0,309,0,1,1,3,1
5321,2,32,2,2213,0,0,0,2,3,1,4,0,83,0,1,0,2,0
5322,2,31,2,2213,1,0,0,3,4,1,13,0,46,2,1,0,3,0
5323,1,28,2,2213,1,0,0,0,4,1,2,0,500,0,1,0,1,0
5325,2,32,2,2213,1,4,0,2,4,1,23,0,81,6,1,0,3,1
5326,1,31,2,2213,0,0,0,0,4,1,14,0,90,0,1,1,3,1
5327,1,31,2,2213,1,5,3,1,2,2,32,0,205,4,1,0,3,0
5328,2,32,2,2213,0,1,0,0,4,1,26,0,500,0,1,1,3,1
5330,1,29,2,2213,1,0,4,4,4,1,55,0,162,0,1,1,3,1
5331,2,33,2,2213,0,0,1,0,4,1,21,0,500,0,1,0,2,0
5332,2,31,2,2213,0,0,1,2,4,1,24,0,345,0,1,1,3,0
5333,2,33,2,2213,0,0,0,0,3,1,7,0,172,0,1,0,3,0
5334,1,33,2,2213,1,0,0,0,4,1,26,0,182,0,1,0,3,1
5335,1,32,2,2213,1,1,1,0,4,1,38,0,281,0,1,1,3,1
5336,1,34,2,2213,0,1,1,2,4,1,32,0,500,5,1,0,3,0
5337,1,33,2,2213,0,0,2,1,4,1,40,0,479,4,1,0,3,1
5338,2,35,2,2213,1,0,0,0,4,1,27,0,199,0,1,0,3,1
5339,1,33,2,2213,0,2,0,0,4,1,58,0,500,6,1,1,3,1
5340,1,34,2,2213,1,0,1,0,4,1,4,0,500,0,1,0,2,0
5341,1,34,2,2213,0,0,0,0,4,1,6,0,474,0,1,0,2,0
5342,2,30,2,2213,0,2,0,2,2,1,30,0,205,0,1,1,3,1
5343,1,34,2,2213,1,0,0,0,4,1,9,0,392,0,1,0,2,0
5344,1,32,2,2213,0,1,1,0,4,1,36,0,353,2,1,1,3,0
5345,2,31,2,2213,0,0,0,0,4,1,8,0,336,0,1,0,2,0
5346,2,33,2,2213,0,0,1,0,4,1,5,0,478,0,1,0,2,0
5347,2,35,2,2213,1,3,3,1,4,1,41,0,278,2,1,1,4,1
5348,2,36,2,2213,1,0,4,0,3,1,33,0,500,1,1,1,3,1
5349,1,30,2,2213,0,0,0,0,3,1,5,0,217,0,1,0,1,0
5350,2,32,2,2213,0,0,0,0,2,1,7,0,500,0,1,0,2,0
5352,1,31,2,2213,0,0,0,0,4,1,4,0,99,0,1,0,2,0
5353,2,33,1,2213,1,0,2,4,4,1,38,0,500,1,1,1,3,1
5354,2,32,2,2213,1,1,0,0,4,1,30,0,318,1,1,0,3,1
5355,1,31,1,2213,1,1,4,2,1,1,66,0,500,0,1,0,3,0
5356,2,32,2,2213,0,0,2,1,4,2,6,0,416,0,1,0,1,0
5357,1,35,1,2213,0,0,2,0,4,1,31,0,500,0,1,0,2,0
5358,2,28,1,2213,0,0,0,0,4,1,21,0,224,3,1,1,2,0
5360,2,31,1,2213,1,0,0,0,4,1,11,0,500,0,1,0,3,0
5361,1,34,2,2213,1,3,1,1,4,1,42,0,467,0,1,1,3,1
5363,2,30,1,2213,1,0,3,0,2,1,88,0,285,0,1,1,3,1
5364,2,34,2,2213,0,0,0,0,4,1,6,0,500,0,1,0,2,0
5365,2,30,1,2213,1,0,0,0,4,1,27,0,145,0,1,0,2,0
5366,1,31,2,2213,0,0,1,0,4,2,5,0,86,0,1,0,2,0
5367,2,32,2,2213,1,2,0,0,4,1,7,0,500,0,1,0,2,0
5368,1,31,2,2213,1,1,0,3,4,1,34,0,291,0,1,0,3,1
5369,1,35,2,2213,0,0,2,3,4,1,42,0,500,1,1,1,3,1
5370,2,29,1,2213,0,0,0,2,4,1,5,0,249,0,1,0,2,0
5371,1,34,2,2213,0,0,0,2,4,1,42,0,286,2,1,1,3,1
5372,2,34,2,2213,1,2,2,0,2,1,37,0,500,0,1,1,3,1
5373,2,34,1,2213,1,0,1,0,4,1,6,0,500,0,1,0,2,0
5374,1,34,1,2213,0,0,0,0,4,1,4,0,432,0,1,0,2,0
5375,2,31,2,2213,0,1,2,0,4,1,30,0,225,2,1,0,3,1
5376,2,35,1,2213,0,0,0,0,4,1,2,0,500,0,1,0,2,0
5377,1,34,1,2213,1,0,4,0,4,1,27,0,190,1,1,1,3,1
5379,1,28,1,2213,0,0,2,0,2,1,128,0,319,0,1,1,3,1
5381,1,31,1,2213,1,0,0,0,4,1,8,0,204,0,1,0,2,0
5382,2,31,2,2213,0,2,0,0,4,1,5,0,500,0,1,0,2,0
5383,1,32,1,2213,1,4,8,3,4,1,110,0,500,5,1,1,4,1
5385,2,33,2,2213,0,0,0,0,4,2,37,0,141,0,1,1,3,1
5388,1,33,1,2213,0,2,6,1,2,1,34,0,309,2,1,1,3,1
5389,1,34,2,2213,0,2,1,1,2,1,43,0,500,0,1,1,3,0
5390,2,30,2,2213,0,0,0,0,4,2,6,0,500,1,1,0,1,0
5391,1,33,2,2213,0,2,0,0,4,1,10,0,91,0,1,1,2,0
