id,entidad,sexo,edad,nivel_esc,esc_cve,lenguaje,cognitivas,sociales,tecnicas,puesto,trabajos_n,palabras_n,validaciones_n,contactos_n,rimbo_n,sostenimiento,experiencia,atractivo,confiable
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,1,2,0
6003,Centro,1,32,1,712,1,0,0,0,1,0,72,58,500,0,1,0,2,0
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6004,Centro,2,30,1,712,1,3,5,0,4,16,126,42,241,0,1,1,4,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,0,3,1
6005,Centro,2,33,2,712,1,3,2,1,4,21,125,71,500,1,1,1,3,1
6006,Centro,2,34,1,1771,0,1,12,8,4,14,375,0,500,3,1,1,5,1
6007,Centro,2,34,2,712,1,2,1,0,4,6,12,0,138,0,1,0,3,0
6008,Centro,2,35,2,712,1,4,6,3,4,14,79,7,199,1,1,1,5,1
6009,Centro,2,32,2,712,1,2,1,0,4,12,122,0,221,0,1,0,3,1
6010,Centro,2,35,1,632,1,9,4,3,4,28,313,205,386,0,0,0,1,0
6011,Centro,2,31,2,712,1,0,1,1,2,36,41,13,500,0,1,0,2,0
6012,Centro,2,36,1,710,1,11,16,5,4,8,190,14,500,0,1,0,2,0
6013,Centro,1,36,2,712,1,3,0,4,4,20,85,14,374,0,1,1,1,0
6014,Centro,2,31,2,712,1,4,3,0,4,12,67,2,255,0,1,0,1,0
6015,Centro,2,31,2,712,1,5,1,0,1,14,49,6,272,0,1,0,1,0
6016,Centro,2,35,2,712,1,1,1,1,4,9,45,12,306,0,1,0,1,0
6017,Centro,2,34,2,712,1,6,10,1,4,14,204,1170,500,2,1,1,1,0
6018,Centro,2,30,2,712,1,5,4,1,2,8,112,56,307,0,1,0,2,0
6019,Centro,2,32,2,712,1,1,0,0,4,12,86,12,500,0,1,1,4,1
6020,Centro,2,33,2,712,1,3,0,4,4,12,100,103,500,0,1,0,2,0
6021,Centro,2,33,2,712,1,5,2,0,4,10,100,87,472,0,1,0,1,0
6022,Centro,2,37,2,712,1,2,5,0,4,11,117,30,500,0,1,0,2,0
6023,Centro,2,31,2,712,1,0,3,1,4,8,205,0,500,0,1,0,1,0
6024,Centro,1,36,2,712,1,10,4,0,4,17,129,66,500,0,1,1,4,1
6025,Centro,1,34,2,712,1,7,7,3,4,9,392,83,500,0,1,0,5,1
6026,Centro,2,31,2,712,1,10,12,2,4,18,217,558,500,1,1,1,3,1
6027,Centro,2,34,2,712,1,6,10,3,4,14,463,156,500,0,1,1,3,1
6028,Centro,2,30,1,712,1,0,0,0,4,15,77,21,306,0,1,0,1,0
6029,Centro,2,31,2,712,1,5,7,1,4,14,110,62,68,0,1,0,2,1
6030,Centro,1,32,2,712,1,8,4,2,4,8,279,8,155,0,1,0,1,0
6031,Centro,2,35,1,651,0,3,2,0,4,10,122,0,132,0,0,1,3,0
6032,Centro,1,32,2,712,1,10,4,4,4,20,181,18,317,0,1,1,5,1
6033,Centro,2,35,2,712,1,4,8,0,2,14,321,6,391,0,1,0,,
6034,Centro,2,29,2,712,1,0,2,0,4,16,24,0,214,0,1,0,4,1
6035,Norte,2,31,1,2213,1,3,1,1,4,8,166,58,110,0,1,0,,
6036,Norte,2,31,1,2213,1,0,2,0,2,12,16,0,217,0,1,0,,
6037,Norte,2,32,2,2213,1,2,2,0,4,8,117,0,125,0,1,0,,
6038,Norte,2,39,2,2213,1,3,5,1,4,9,110,39,164,0,1,0,,
6039,Norte,1,33,1,2213,0,1,1,0,4,8,123,0,194,1,1,1,5,1
6040,Norte,2,34,2,2213,1,5,4,1,4,20,144,4,176,0,1,0,,
6041,Norte,1,34,2,2213,1,5,3,0,4,12,488,10,143,2,1,0,4,1
6042,Norte,2,32,1,2213,1,0,4,0,4,12,34,6,189,0,1,0,,
6043,Norte,1,32,2,2213,1,4,3,0,4,13,34,0,148,0,1,1,,
6044,Norte,2,35,2,2213,0,2,12,3,2,16,240,8,274,6,1,1,5,1
6045,Norte,2,33,2,2213,1,0,2,0,4,22,243,255,500,1,1,0,5,1
6046,Norte,1,30,1,2213,1,6,2,1,2,14,92,42,299,0,1,0,4,1
6047,Norte,1,35,2,2213,1,12,2,0,4,16,94,2,500,1,1,1,,
6048,Norte,2,31,2,2213,1,0,4,0,4,9,37,14,321,1,1,0,,
6049,Norte,2,31,2,2213,1,3,1,1,2,12,41,0,85,0,1,0,,
6050,Norte,1,33,2,2213,1,10,12,4,4,12,146,202,500,0,1,0,3,1
6051,Norte,2,31,2,2213,1,10,13,2,4,12,156,119,411,0,1,1,,
6052,Norte,2,33,2,2213,1,5,6,1,2,20,217,265,500,2,1,1,5,1
6053,Centro,2,33,2,712,1,8,5,1,4,15,61,8,140,0,1,0,3,1
6054,Centro,2,35,1,590,1,6,6,3,4,8,229,82,422,0,0,1,4,1
6055,Centro,1,37,1,590,1,5,5,0,4,19,120,58,500,0,0,0,,
6056,Centro,2,36,1,590,1,7,10,4,1,15,235,80,500,1,0,1,5,1
6057,Centro,2,35,2,590,1,5,8,0,4,7,132,32,212,0,0,1,,
6058,Centro,2,32,1,590,1,9,0,0,4,19,64,43,323,0,0,0,,
6059,Centro,2,34,2,590,1,8,8,1,3,9,246,77,500,1,0,0,,
6060,Centro,2,32,2,590,1,6,15,4,2,12,166,118,500,6,0,1,5,1
6061,Centro,2,34,2,590,0,11,8,3,2,7,164,141,500,2,0,0,5,1
6062,Centro,2,31,2,590,1,6,14,4,4,18,152,210,500,2,0,0,3,1
6063,Centro,2,33,2,590,1,0,3,0,1,17,34,29,391,0,0,0,5,1
6064,Centro,1,36,2,590,1,7,4,1,4,4,248,15,139,7,0,1,5,1
6065,Centro,2,32,2,1623,1,9,11,2,4,13,138,95,326,0,0,0,,
6066,Centro,2,35,2,710,1,0,1,1,2,12,105,70,500,0,1,0,3,1
6067,Centro,1,34,2,590,1,0,1,2,4,11,132,128,500,0,0,0,5,1
6068,Centro,2,30,2,590,1,4,13,1,3,16,147,24,322,3,0,0,4,1
6069,Centro,2,35,1,590,1,7,17,7,4,13,226,88,500,4,0,0,3,1
6070,Centro,1,33,2,590,1,2,1,0,4,14,87,6,300,1,0,0,5,1
6071,Centro,1,34,2,590,1,9,13,10,4,24,363,86,500,1,0,1,5,1
6072,Centro,2,30,2,590,1,3,5,3,1,27,205,469,500,0,0,0,,
6073,Centro,1,32,1,590,1,3,6,1,4,6,68,37,500,0,0,0,,
6074,Centro,2,34,2,590,1,13,11,4,4,17,255,629,500,0,0,1,,
6075,Centro,1,34,1,590,1,3,8,4,4,18,88,123,500,1,0,1,5,1
6076,Centro,2,35,1,3400,1,6,6,0,1,22,196,278,500,0,1,0,,
6077,Centro,1,30,2,1635,1,2,8,1,2,13,33,0,500,0,0,0,2,0
6078,Centro,2,33,2,590,1,9,7,10,4,12,273,222,500,5,0,1,5,1
6079,Centro,2,35,2,590,1,5,4,2,4,22,156,9,500,2,0,1,,
6080,Norte,2,36,2,590,1,9,3,3,3,16,115,60,272,0,0,1,,
6081,Centro,1,36,1,590,1,16,11,6,4,20,344,239,500,0,0,0,,
6082,Centro,2,31,2,590,1,5,4,7,3,22,23,46,500,4,0,0,,
6083,Centro,2,35,2,590,1,5,4,2,2,20,154,408,500,0,0,0,2,0
6085,Centro,2,34,1,1870,1,7,10,2,2,30,202,500,500,1,0,0,,
6086,Centro,2,33,2,651,1,8,6,1,3,20,316,224,500,0,0,0,4,1
6087,Centro,2,31,2,712,1,1,0,1,3,14,45,2,500,0,1,1,,
6088,Centro,2,36,2,590,1,12,5,4,4,10,169,148,500,0,0,1,5,1
6089,Centro,2,33,1,712,1,2,9,3,4,24,114,29,340,0,1,0,,
6090,Centro,2,31,1,627,1,1,2,0,4,14,43,21,139,0,0,0,,
6091,Centro,2,35,1,627,1,7,10,3,4,12,216,242,386,0,0,0,3,1
6092,Centro,2,30,1,627,0,1,8,3,4,13,55,50,500,3,0,0,5,1
6093,Centro,2,32,2,627,1,5,4,1,4,17,144,86,478,0,0,0,,
6094,Centro,1,33,2,627,0,9,13,2,2,22,150,46,500,0,0,1,,
6095,Centro,2,32,2,627,1,0,8,3,4,16,146,70,500,9,0,0,5,1
6096,Centro,2,32,2,627,1,7,11,1,4,9,169,218,437,0,0,0,,
6097,Centro,2,31,2,627,1,5,10,4,4,18,224,64,496,0,0,1,,
6098,Centro,2,30,1,627,1,2,3,1,2,16,128,70,500,0,0,0,2,0
6099,Centro,1,31,2,627,0,1,8,4,4,0,125,31,500,4,0,1,4,1
6100,Centro,1,34,2,627,1,10,9,3,2,14,300,28,500,0,0,1,,
6101,Centro,1,32,2,627,1,6,5,0,2,20,97,84,476,0,0,0,2,0
6102,Centro,2,31,2,627,1,0,1,0,4,14,196,157,500,0,0,0,,
6103,Centro,2,30,1,627,1,2,4,2,4,8,45,0,413,0,0,0,5,1
6104,Centro,2,32,1,1623,1,8,4,1,4,5,142,108,418,0,0,0,,
6105,Centro,2,32,2,1623,1,7,0,0,4,12,228,153,500,0,0,1,,
6106,Centro,2,28,2,1623,1,0,6,1,4,2,72,0,167,0,0,0,4,1
6107,Centro,2,29,2,1623,1,6,6,4,1,15,328,589,500,1,0,1,,
6108,Centro,2,31,2,1623,1,5,9,5,2,7,171,85,500,0,0,1,,
6109,Centro,2,34,2,1623,1,10,7,2,3,16,200,301,500,0,0,1,,
6110,Centro,1,34,2,1623,1,9,12,6,4,16,313,91,500,7,0,1,5,1
6111,Centro,1,34,2,1623,1,6,1,0,4,22,107,122,500,1,0,0,2,0
6112,Centro,2,36,2,1623,1,9,10,3,4,6,299,344,500,1,0,1,5,1
6113,Centro,2,31,1,1623,1,8,3,1,4,9,191,21,74,4,0,0,3,1
6114,Centro,1,30,2,1623,1,9,5,6,2,8,691,47,64,4,0,1,4,1
6115,Centro,1,31,2,1623,1,0,0,0,1,14,45,12,438,0,0,0,2,0
6116,Centro,1,33,2,710,1,0,3,3,4,16,178,2,179,3,1,1,4,1
6117,Centro,2,31,2,1635,0,0,1,0,4,6,39,8,251,0,0,1,2,1
6118,Centro,1,30,2,1623,1,2,2,0,4,4,71,23,96,0,0,0,4,1
6119,Centro,2,31,2,1623,1,5,10,2,4,16,106,104,500,0,0,0,2,0
6120,Centro,2,31,2,1623,1,7,0,4,1,24,240,208,500,4,0,1,5,1
6121,Centro,2,32,2,1623,1,1,3,0,2,10,59,23,500,0,0,0,5,1
6122,Centro,2,34,2,1623,1,2,4,1,1,20,167,8,244,2,0,1,4,1
6123,Centro,2,33,1,1623,1,8,9,1,4,9,185,26,421,1,0,0,3,0
6124,Centro,2,35,1,461,1,4,4,4,4,12,144,95,483,1,1,1,3,1
6125,Centro,2,33,2,637,1,2,2,0,4,10,280,0,25,1,0,0,3,0
6126,Centro,2,30,2,637,1,0,0,3,2,5,88,0,79,0,0,0,2,0
6127,Centro,1,30,2,637,1,0,2,0,3,10,66,17,161,0,0,0,2,0
6128,Centro,2,34,2,637,1,2,1,0,1,10,21,0,255,0,0,0,1,0
6129,Centro,2,37,2,637,1,0,0,2,4,9,96,39,292,0,0,0,3,1
6130,Centro,1,28,2,637,1,3,1,1,4,6,59,0,182,0,0,1,3,0
6131,Centro,2,31,2,637,1,3,2,0,4,8,17,0,271,0,0,0,2,0
6132,Centro,2,33,2,637,1,10,2,2,2,12,104,0,281,0,0,0,2,0
6133,Centro,2,30,2,637,1,0,1,3,4,14,72,92,500,0,0,1,1,0
6134,Centro,2,34,2,1008,1,10,8,1,2,9,248,44,500,0,0,1,3,1
6135,Centro,1,33,1,637,1,10,15,7,2,12,378,147,403,0,0,1,5,1
6136,Centro,1,34,1,637,1,11,4,3,4,11,313,72,385,3,0,1,4,1
6137,Centro,2,30,1,637,1,3,1,0,2,10,72,0,500,0,0,0,2,0
6138,Centro,1,33,2,637,1,5,0,0,4,9,22,0,473,2,0,0,2,0
6139,Centro,1,33,2,637,1,2,4,3,1,16,116,17,500,2,0,1,5,1
6140,Centro,2,31,1,637,1,0,2,0,4,5,18,12,500,0,0,0,1,1
6141,Centro,2,32,2,637,1,6,6,1,2,7,129,0,500,0,0,0,2,0
6142,Centro,2,35,2,645,1,16,7,3,1,15,217,83,500,4,0,0,5,1
6143,Centro,1,35,2,645,1,0,0,2,4,6,54,18,110,0,0,0,2,1
6144,Norte,2,32,2,645,1,2,3,1,2,14,96,10,347,0,0,0,3,1
6145,Centro,2,35,1,645,1,3,6,1,2,5,127,91,151,0,0,0,3,1
6146,Centro,1,33,1,645,1,2,0,0,4,2,15,0,109,0,0,0,3,1
6147,Centro,2,30,2,645,0,7,10,3,2,11,73,14,269,0,0,0,2,0
6148,Centro,2,35,1,645,0,7,6,0,4,12,62,0,395,5,0,0,5,1
6149,Centro,2,33,2,645,1,10,16,8,4,16,313,332,500,0,0,1,5,1
6150,Centro,2,29,2,645,1,3,6,0,4,16,239,15,252,0,0,0,2,0
6151,Centro,2,32,1,710,1,4,5,2,4,10,107,62,253,0,1,1,2,1
6152,Centro,2,33,1,2169,1,8,6,2,4,9,200,86,426,0,0,0,5,1
6153,Centro,2,29,2,3490,1,5,4,3,4,22,180,35,500,0,1,1,3,1
6154,Centro,1,32,2,3490,1,3,0,2,4,8,140,48,139,0,1,0,3,1
6155,Centro,2,31,2,3490,1,5,5,1,4,6,126,152,500,0,1,0,3,1
6156,Centro,2,30,2,3490,1,5,4,1,4,10,350,42,500,0,1,1,4,1
6157,Centro,2,32,2,3490,1,3,4,1,4,11,44,7,500,0,1,0,2,0
6158,Sur,2,35,2,3490,1,11,9,0,2,19,222,222,500,1,1,1,5,1
6159,Centro,2,30,1,3490,1,5,5,3,4,10,396,50,500,0,1,1,4,1
6160,Centro,1,34,2,3490,1,2,10,0,4,14,136,4,111,0,1,0,2,1
6161,Centro,1,29,1,3490,1,7,2,0,4,10,119,53,54,0,1,0,2,0
6162,Centro,1,32,1,3490,1,2,5,3,4,4,250,14,86,2,1,1,2,0
6163,Centro,2,32,2,3490,1,5,9,0,4,8,203,65,130,0,1,0,2,0
6164,Centro,2,31,2,3490,1,8,18,2,4,30,191,4,196,1,1,1,4,1
6165,Centro,2,31,1,3490,1,2,0,0,2,8,71,8,132,0,1,0,3,1
6166,Sur,1,38,2,3490,1,4,3,0,2,8,87,6,83,0,1,1,4,1
6167,Centro,1,36,2,3490,1,3,4,1,3,4,355,1,145,0,1,0,4,1
6168,Sur,2,35,2,3490,1,4,9,0,3,12,257,62,419,1,1,0,4,1
6170,Centro,2,36,2,3490,1,1,1,0,3,10,23,0,38,0,1,0,2,0
6171,Norte,2,32,2,3490,1,2,0,1,4,10,97,0,74,0,1,1,4,1
6172,Norte,1,32,2,3490,1,5,4,0,4,12,33,0,117,0,1,0,5,1
6173,Centro,2,31,2,3490,1,3,3,4,3,12,69,18,400,0,1,0,4,1
6174,Centro,2,30,2,3490,1,4,4,2,2,8,259,5,267,0,1,0,3,1
6175,Centro,2,34,2,3490,1,1,3,2,4,14,84,0,500,0,1,0,3,0
6176,Centro,2,34,1,3490,1,4,0,1,4,10,397,0,252,0,1,0,4,1
6177,Centro,1,30,2,3490,1,3,0,1,2,10,55,2,130,0,1,0,3,0
6178,Centro,1,35,1,3490,1,5,5,2,4,14,207,73,500,3,1,1,4,1
6179,Centro,2,30,2,3490,1,3,4,1,3,10,86,24,251,0,1,0,3,1
6180,Norte,2,36,2,3490,1,3,5,2,2,8,98,10,117,0,1,0,2,1
6181,Centro,2,31,2,3490,1,3,1,0,3,6,198,2,443,0,1,0,4,1
6182,Centro,2,33,2,3490,1,6,6,0,2,12,387,34,176,0,1,0,3,1
6183,Sur,2,34,2,3490,1,2,0,0,4,10,8,0,500,0,1,0,3,1
6184,Centro,2,35,2,3490,1,2,4,3,4,10,166,30,269,2,1,0,3,0
6185,Norte,1,31,2,460,1,5,4,4,4,10,292,108,500,0,1,1,4,1
6186,Centro,2,36,1,2169,1,6,5,0,4,5,127,56,365,1,0,0,4,1
6187,Norte,1,34,1,2169,1,6,14,3,4,14,199,86,495,0,0,0,2,0
6188,Norte,2,36,1,452,1,8,7,1,4,14,318,0,261,2,1,1,4,1
6189,Norte,2,30,2,460,0,5,14,6,2,12,91,0,166,6,1,0,4,1
6190,Norte,2,29,2,460,1,0,3,0,4,10,23,0,249,0,1,0,2,0
6191,Norte,2,30,2,460,0,4,14,5,2,16,153,4,500,0,1,0,2,0
6192,Norte,2,31,2,460,1,0,0,3,4,8,58,24,492,0,1,0,5,1
6193,Norte,2,30,1,460,1,6,3,0,4,6,55,60,409,0,1,0,4,1
6194,Centro,1,30,2,460,1,1,10,4,1,17,142,62,500,0,1,0,3,1
6195,Norte,2,31,2,460,1,9,6,6,4,10,170,165,280,2,1,1,4,1
6196,Norte,2,31,2,460,1,2,0,2,4,5,125,71,500,0,1,0,3,1
6197,Norte,2,31,1,1402,1,0,1,1,4,14,98,12,122,0,0,0,4,1
6198,Norte,2,31,2,3145,1,3,9,3,4,10,168,0,29,0,1,1,4,1
6199,Centro,1,31,2,3145,1,7,12,1,4,10,98,8,444,4,1,0,4,1
6200,Norte,1,31,2,3145,1,3,1,3,4,14,43,0,182,1,1,1,3,1
6201,Norte,2,33,1,3145,1,2,2,0,2,10,199,88,449,0,1,0,2,1
6202,Centro,1,30,2,3145,1,0,0,0,4,9,136,6,461,0,1,0,4,1
6203,Centro,1,33,1,3145,1,1,4,0,4,12,46,0,81,0,1,1,3,1
6204,Centro,1,26,2,3145,1,0,0,2,4,4,51,8,84,0,1,0,3,1
6205,Centro,2,30,2,3145,1,3,4,0,4,4,54,0,21,1,1,1,3,1
6206,Centro,2,31,2,3145,1,0,5,1,2,14,30,0,70,0,1,0,1,0
6208,Centro,2,31,2,3145,1,3,8,2,4,14,232,0,60,0,1,1,4,1
6209,Centro,1,30,2,3145,1,3,4,0,3,6,120,6,134,1,1,0,4,1
6210,Centro,2,30,2,3145,1,5,1,4,2,3,168,18,500,1,1,1,4,1
6211,Centro,2,31,2,3145,0,2,4,3,4,10,18,0,31,0,1,0,1,0
6212,Centro,1,30,2,3145,1,0,0,0,4,4,10,0,62,0,1,0,1,0
6213,Extranjero,2,30,2,3145,0,0,0,0,4,7,17,1,83,0,1,0,5,1
6214,Sur,2,29,1,2020,1,6,9,2,4,12,175,134,500,0,1,1,5,1
6215,Norte,1,35,1,2829,0,4,0,5,4,10,63,0,146,0,1,0,4,1
6216,Centro,2,32,1,3145,1,8,8,3,4,17,156,14,124,0,1,0,2,0
6217,Centro,2,34,1,3145,1,2,0,6,4,9,130,38,500,0,1,0,2,0
6218,Centro,2,30,1,3145,1,1,0,0,4,10,189,9,500,0,1,1,3,0
6219,Centro,2,31,2,3145,1,7,6,3,4,14,242,115,268,1,1,1,4,1
6220,Centro,2,34,1,3145,1,16,3,4,4,12,319,14,15,2,1,1,5,1
6221,Centro,2,31,2,3145,1,0,0,0,4,0,30,0,104,0,1,0,2,0
6222,Centro,1,32,2,2020,1,6,6,1,4,10,305,73,479,1,1,1,4,1
6224,Centro,2,36,2,2020,1,0,4,2,4,20,178,132,257,0,1,0,2,0
6225,Centro,2,34,2,2020,1,7,1,0,4,15,111,48,500,0,1,0,3,1
6226,Centro,2,30,2,2020,1,0,5,2,2,11,239,64,220,0,1,0,2,0
6227,Centro,1,34,1,2020,1,3,5,0,4,7,146,63,118,1,1,1,4,1
6228,Centro,1,34,1,2020,1,2,1,0,1,13,86,59,343,0,1,0,2,1
6229,Centro,2,36,2,2020,1,9,3,2,3,10,407,0,500,1,1,1,4,1
6230,Centro,1,32,2,2020,1,9,5,4,4,9,425,0,307,0,1,0,2,0
6231,Centro,2,36,2,2020,1,2,4,1,2,11,92,12,356,0,1,0,3,1
6232,Centro,2,32,1,2020,1,14,11,4,4,8,426,136,500,4,1,1,5,1
6233,Centro,2,35,1,2020,1,2,3,0,4,5,144,8,296,0,1,1,3,1
6234,Centro,2,34,2,2020,1,0,1,1,4,8,41,0,440,0,1,1,3,1
6235,Centro,2,31,1,2020,1,5,4,0,3,10,51,0,125,3,1,1,5,1
